n,s_factor,duration,size,seed,model,status,objective,runtime,wall_time,servers,fireups
10,1.2,long,high,46,M2 optimized,2,10.0,0.001466989517211914,0.002866029739379883,,5
10,1.2,long,high,46,M3 optimized,2,10.0,0.0011069774627685547,0.002177000045776367,,5
15,1.0,short,low,42,M1 optimized,2,12.0,0.2060401439666748,0.21407008171081543,,6
15,1.0,short,low,42,M2 optimized,2,12.0,0.1368870735168457,0.14006614685058594,,6
15,1.0,short,low,42,M3 optimized,2,12.0,0.005919933319091797,0.009182929992675781,,6
15,1.0,short,low,43,M1 optimized,2,12.0,0.06342887878417969,0.07079195976257324,,6
15,1.0,short,low,43,M2 optimized,2,12.0,0.0615689754486084,0.06481289863586426,,6
15,1.0,short,low,43,M3 optimized,2,12.0,0.017223119735717773,0.020399808883666992,,6
15,1.0,short,low,44,M1 optimized,2,12.0,0.018651962280273438,0.02730083465576172,,6
15,1.0,short,low,44,M2 optimized,2,12.0,0.00304412841796875,0.006162166595458984,,6
15,1.0,short,low,44,M3 optimized,2,12.0,0.0032439231872558594,0.0062520503997802734,,6
15,1.0,short,low,45,M1 optimized,2,12.0,0.01509404182434082,0.021295785903930664,,6
15,1.0,short,low,45,M2 optimized,2,12.0,0.0030260086059570312,0.006117820739746094,,6
15,1.0,short,low,45,M3 optimized,2,12.0,0.0025298595428466797,0.005296945571899414,,6
15,1.0,short,low,46,M1 optimized,2,10.0,0.019213199615478516,0.026867151260375977,,5
15,1.0,short,low,46,M2 optimized,2,10.0,0.0037431716918945312,0.006978034973144531,,5
15,1.0,short,low,46,M3 optimized,2,10.0,0.00403904914855957,0.007075071334838867,,5
15,1.0,short,high,42,M1 optimized,2,16.0,0.03726506233215332,0.0479280948638916,,8
15,1.0,short,high,42,M2 optimized,2,16.0,0.007678985595703125,0.010773181915283203,,8
15,1.0,short,high,42,M3 optimized,2,16.0,0.0029211044311523438,0.004927873611450195,,8
15,1.0,short,high,43,M1 optimized,2,14.0,0.016643047332763672,0.02414417266845703,,7
15,1.0,short,high,43,M2 optimized,2,14.0,0.0038099288940429688,0.006825923919677734,,7
15,1.0,short,high,43,M3 optimized,2,14.0,0.0018608570098876953,0.004561901092529297,,7
15,1.0,short,high,44,M1 optimized,2,14.0,0.03534293174743652,0.043498992919921875,,7
15,1.0,short,high,44,M2 optimized,2,14.0,0.007921934127807617,0.011132001876831055,,7
15,1.0,short,high,44,M3 optimized,2,14.0,0.002032041549682617,0.004236936569213867,,7
15,1.0,short,high,45,M1 optimized,2,17.0,0.03186798095703125,0.03822803497314453,,9
15,1.0,short,high,45,M2 optimized,2,17.0,0.0161440372467041,0.019422054290771484,,9
15,1.0,short,high,45,M3 optimized,2,17.0,0.0017919540405273438,0.0032949447631835938,,9
15,1.0,short,high,46,M1 optimized,2,14.0,0.019940853118896484,0.027454853057861328,,7
15,1.0,short,high,46,M2 optimized,2,14.0,0.0036978721618652344,0.006951332092285156,,7
15,1.0,short,high,46,M3 optimized,2,14.0,0.002786874771118164,0.0050258636474609375,,7
15,1.0,long,low,42,M1 optimized,2,12.0,0.02112412452697754,0.03136491775512695,,6
15,1.0,long,low,42,M2 optimized,2,12.0,0.009057998657226562,0.011842012405395508,,6
15,1.0,long,low,42,M3 optimized,2,12.0,0.003895998001098633,0.008753061294555664,,6
15,1.0,long,low,43,M1 optimized,2,12.0,0.017017126083374023,0.024529218673706055,,6
15,1.0,long,low,43,M2 optimized,2,12.0,0.0031092166900634766,0.006532192230224609,,6
15,1.0,long,low,43,M3 optimized,2,12.0,0.004312038421630859,0.007662296295166016,,6
15,1.0,long,low,44,M1 optimized,2,12.0,0.021420001983642578,0.02937030792236328,,6
15,1.0,long,low,44,M2 optimized,2,12.0,0.004046916961669922,0.0067920684814453125,,6
15,1.0,long,low,44,M3 optimized,2,12.0,0.0029048919677734375,0.006030082702636719,,6
15,1.0,long,low,45,M1 optimized,2,12.0,0.028354883193969727,0.03557896614074707,,6
15,1.0,long,low,45,M2 optimized,2,12.0,0.012662887573242188,0.015434026718139648,,6
15,1.0,long,low,45,M3 optimized,2,12.0,0.0026879310607910156,0.005554914474487305,,6
15,1.0,long,low,46,M1 optimized,2,12.0,0.02010202407836914,0.02780890464782715,,6
15,1.0,long,low,46,M2 optimized,2,12.0,0.002974987030029297,0.005882978439331055,,6
15,1.0,long,low,46,M3 optimized,2,12.0,0.004190921783447266,0.00716400146484375,,6
15,1.0,long,high,42,M1 optimized,2,18.0,0.0430908203125,0.052468061447143555,,9
15,1.0,long,high,42,M2 optimized,2,18.0,0.00752711296081543,0.010334014892578125,,9
15,1.0,long,high,42,M3 optimized,2,18.0,0.0014910697937011719,0.0034499168395996094,,9
15,1.0,long,high,43,M1 optimized,2,14.0,0.03054213523864746,0.0385899543762207,,7
15,1.0,long,high,43,M2 optimized,2,14.0,0.0033979415893554688,0.006390094757080078,,7
15,1.0,long,high,43,M3 optimized,2,14.0,0.0025658607482910156,0.005074262619018555,,7
15,1.0,long,high,44,M1 optimized,2,16.0,0.042324066162109375,0.050248146057128906,,8
15,1.0,long,high,44,M2 optimized,2,16.0,0.009531974792480469,0.012490034103393555,,8
15,1.0,long,high,44,M3 optimized,2,16.0,0.0017609596252441406,0.0040819644927978516,,8
15,1.0,long,high,45,M1 optimized,2,20.0,0.028316020965576172,0.03516793251037598,,10
15,1.0,long,high,45,M2 optimized,2,20.0,0.008507966995239258,0.011217832565307617,,10
15,1.0,long,high,45,M3 optimized,2,20.0,0.0012698173522949219,0.002711057662963867,,10
15,1.0,long,high,46,M1 optimized,2,16.0,0.03950905799865723,0.04826092720031738,,8
15,1.0,long,high,46,M2 optimized,2,16.0,0.010587930679321289,0.014163017272949219,,8
15,1.0,long,high,46,M3 optimized,2,16.0,0.002441883087158203,0.004678010940551758,,8
15,1.2,short,low,42,M1 optimized,2,10.0,0.019442081451416016,0.027499675750732422,,5
15,1.2,short,low,42,M2 optimized,2,10.0,0.003913164138793945,0.007236003875732422,,5
15,1.2,short,low,42,M3 optimized,2,10.0,0.004683017730712891,0.007884025573730469,,5
15,1.2,short,low,43,M1 optimized,2,12.0,0.08124685287475586,0.08866190910339355,,6
15,1.2,short,low,43,M2 optimized,2,12.0,0.0243070125579834,0.02765512466430664,,6
15,1.2,short,low,43,M3 optimized,2,12.0,0.008152008056640625,0.011269092559814453,,6
15,1.2,short,low,44,M1 optimized,2,12.0,0.01564502716064453,0.025485992431640625,,6
15,1.2,short,low,44,M2 optimized,2,12.0,0.0032339096069335938,0.0063397884368896484,,6
15,1.2,short,low,44,M3 optimized,2,12.0,0.004621982574462891,0.008333921432495117,,6
15,1.2,short,low,45,M1 optimized,2,12.0,0.012690067291259766,0.019024133682250977,,6
15,1.2,short,low,45,M2 optimized,2,12.0,0.0041429996490478516,0.007328987121582031,,6
15,1.2,short,low,45,M3 optimized,2,12.0,0.0026619434356689453,0.0068399906158447266,,6
15,1.2,short,low,46,M1 optimized,2,12.0,0.23145294189453125,0.23867297172546387,,6
15,1.2,short,low,46,M2 optimized,2,12.0,0.019598960876464844,0.022686004638671875,,6
15,1.2,short,low,46,M3 optimized,2,12.0,0.08149385452270508,0.08503890037536621,,6
15,1.2,short,high,42,M1 optimized,2,12.0,0.012160062789916992,0.021214962005615234,,6
15,1.2,short,high,42,M2 optimized,2,12.0,0.00545811653137207,0.009519815444946289,,6
15,1.2,short,high,42,M3 optimized,2,12.0,0.002699136734008789,0.004954099655151367,,6
15,1.2,short,high,43,M1 optimized,2,16.0,0.01917099952697754,0.02849721908569336,,8
15,1.2,short,high,43,M2 optimized,2,16.0,0.008178949356079102,0.011793136596679688,,8
15,1.2,short,high,43,M3 optimized,2,16.0,0.0031480789184570312,0.006127119064331055,,8
15,1.2,short,high,44,M1 optimized,2,16.0,0.05345511436462402,0.06268501281738281,,8
15,1.2,short,high,44,M2 optimized,2,16.0,0.019090890884399414,0.024977922439575195,,8
15,1.2,short,high,44,M3 optimized,2,16.0,0.005906105041503906,0.008639097213745117,,8
15,1.2,short,high,45,M1 optimized,2,17.0,0.03938102722167969,0.04638195037841797,,9
15,1.2,short,high,45,M2 optimized,2,17.0,0.01745295524597168,0.021310091018676758,,9
15,1.2,short,high,45,M3 optimized,2,17.0,0.002402067184448242,0.005176067352294922,,9
15,1.2,short,high,46,M1 optimized,2,14.0,0.020361900329589844,0.028422832489013672,,7
15,1.2,short,high,46,M2 optimized,2,14.0,0.0038940906524658203,0.006891012191772461,,7
15,1.2,short,high,46,M3 optimized,2,14.0,0.002398967742919922,0.004981040954589844,,7
15,1.2,long,low,42,M1 optimized,2,12.0,0.03397107124328613,0.04244112968444824,,6
15,1.2,long,low,42,M2 optimized,2,12.0,0.0041120052337646484,0.007501125335693359,,6
15,1.2,long,low,42,M3 optimized,2,12.0,0.0040781497955322266,0.009011983871459961,,6
15,1.2,long,low,43,M1 optimized,2,12.0,0.018121004104614258,0.026427030563354492,,6
15,1.2,long,low,43,M2 optimized,2,12.0,0.0034570693969726562,0.006484031677246094,,6
15,1.2,long,low,43,M3 optimized,2,12.0,0.0032689571380615234,0.006600856781005859,,6
15,1.2,long,low,44,M1 optimized,2,12.0,0.02129077911376953,0.029529094696044922,,6
15,1.2,long,low,44,M2 optimized,2,12.0,0.0029020309448242188,0.005774974822998047,,6
15,1.2,long,low,44,M3 optimized,2,12.0,0.003214120864868164,0.006442070007324219,,6
15,1.2,long,low,45,M1 optimized,2,12.0,0.025213956832885742,0.03246283531188965,,6
15,1.2,long,low,45,M2 optimized,2,12.0,0.011828899383544922,0.015032768249511719,,6
15,1.2,long,low,45,M3 optimized,2,12.0,0.002891063690185547,0.0059051513671875,,6
15,1.2,long,low,46,M1 optimized,2,12.0,0.0196530818939209,0.027708053588867188,,6
15,1.2,long,low,46,M2 optimized,2,12.0,0.002750873565673828,0.0058591365814208984,,6
15,1.2,long,low,46,M3 optimized,2,12.0,0.003495931625366211,0.00687098503112793,,6
15,1.2,long,high,42,M1 optimized,2,18.0,0.017186880111694336,0.025492191314697266,,9
15,1.2,long,high,42,M2 optimized,2,18.0,0.0074040889739990234,0.010688066482543945,,9
15,1.2,long,high,42,M3 optimized,2,18.0,0.0020079612731933594,0.003988027572631836,,9
15,1.2,long,high,43,M1 optimized,2,16.0,0.0212249755859375,0.03067922592163086,,8
15,1.2,long,high,43,M2 optimized,2,16.0,0.011133909225463867,0.014262914657592773,,8
15,1.2,long,high,43,M3 optimized,2,16.0,0.002337932586669922,0.00500035285949707,,8
15,1.2,long,high,44,M1 optimized,2,16.0,0.03705787658691406,0.04573988914489746,,8
15,1.2,long,high,44,M2 optimized,2,16.0,0.009328126907348633,0.01299905776977539,,8
15,1.2,long,high,44,M3 optimized,2,16.0,0.0027010440826416016,0.005280971527099609,,8
15,1.2,long,high,45,M1 optimized,2,20.0,0.031159162521362305,0.03870892524719238,,10
15,1.2,long,high,45,M2 optimized,2,20.0,0.009978055953979492,0.013017654418945312,,10
15,1.2,long,high,45,M3 optimized,2,20.0,0.0016269683837890625,0.0034852027893066406,,10
15,1.2,long,high,46,M1 optimized,2,16.0,0.06732702255249023,0.07849907875061035,,8
15,1.2,long,high,46,M2 optimized,2,16.0,0.01144099235534668,0.014557123184204102,,8
15,1.2,long,high,46,M3 optimized,2,16.0,0.0035719871520996094,0.006359100341796875,,8
20,1.0,short,low,42,M1 optimized,2,14.0,0.495434045791626,0.5133681297302246,,7
20,1.0,short,low,42,M2 optimized,2,14.0,0.13941502571105957,0.14739203453063965,,7
20,1.0,short,low,42,M3 optimized,2,14.0,0.06273078918457031,0.07317519187927246,,7
20,1.0,short,low,43,M1 optimized,2,14.0,0.06406116485595703,0.08446526527404785,,7
20,1.0,short,low,43,M2 optimized,2,14.0,0.007925033569335938,0.014332056045532227,,7
20,1.0,short,low,43,M3 optimized,2,14.0,0.012132883071899414,0.01955699920654297,,7
20,1.0,short,low,44,M1 optimized,2,14.0,0.05130910873413086,0.06907391548156738,,7
20,1.0,short,low,44,M2 optimized,2,14.0,0.008744955062866211,0.017858028411865234,,7
20,1.0,short,low,44,M3 optimized,2,14.0,0.008545875549316406,0.014819145202636719,,7
20,1.0,short,low,45,M1 optimized,2,14.0,0.08469414710998535,0.10257983207702637,,7
20,1.0,short,low,45,M2 optimized,2,14.0,0.008479118347167969,0.01733112335205078,,7
20,1.0,short,low,45,M3 optimized,2,14.0,0.0068089962005615234,0.013510704040527344,,7
20,1.0,short,low,46,M1 optimized,2,12.0,0.5269260406494141,0.5429000854492188,,6
20,1.0,short,low,46,M2 optimized,2,12.0,0.10677313804626465,0.11634302139282227,,6
20,1.0,short,low,46,M3 optimized,2,12.0,0.050102949142456055,0.058892011642456055,,6
20,1.0,short,high,42,M1 optimized,2,18.0,1.155155897140503,1.178882122039795,,9
20,1.0,short,high,42,M2 optimized,2,18.0,0.3967440128326416,0.4086470603942871,,9
20,1.0,short,high,42,M3 optimized,2,18.0,0.013187170028686523,0.021307945251464844,,9
20,1.0,short,high,43,M1 optimized,2,20.0,0.08669304847717285,0.11572408676147461,,10
20,1.0,short,high,43,M2 optimized,2,20.0,0.035971879959106445,0.04489922523498535,,10
20,1.0,short,high,43,M3 optimized,2,20.0,0.015420198440551758,0.023513078689575195,,10
20,1.0,short,high,44,M1 optimized,2,20.0,0.19523906707763672,0.2206737995147705,,10
20,1.0,short,high,44,M2 optimized,2,20.0,0.10430383682250977,0.1172800064086914,,10
20,1.0,short,high,44,M3 optimized,2,20.0,0.014027833938598633,0.019789934158325195,,10
20,1.0,short,high,45,M1 optimized,2,20.0,0.17207980155944824,0.20017075538635254,,10
20,1.0,short,high,45,M2 optimized,2,20.0,0.043769121170043945,0.053494930267333984,,10
20,1.0,short,high,45,M3 optimized,2,20.0,0.01038503646850586,0.01558828353881836,,10
20,1.0,short,high,46,M1 optimized,2,16.0,0.139801025390625,0.16049814224243164,,8
20,1.0,short,high,46,M2 optimized,2,16.0,0.0369420051574707,0.04612421989440918,,8
20,1.0,short,high,46,M3 optimized,2,16.0,0.01212000846862793,0.01819896697998047,,8
20,1.0,long,low,42,M1 optimized,2,16.0,0.08561301231384277,0.10979294776916504,,8
20,1.0,long,low,42,M2 optimized,2,16.0,0.009675025939941406,0.01747298240661621,,8
20,1.0,long,low,42,M3 optimized,2,16.0,0.013103961944580078,0.024737834930419922,,8
20,1.0,long,low,43,M1 optimized,2,16.0,0.06592798233032227,0.09116101264953613,,8
20,1.0,long,low,43,M2 optimized,2,16.0,0.008320093154907227,0.01588916778564453,,8
20,1.0,long,low,43,M3 optimized,2,16.0,0.012350082397460938,0.023443937301635742,,8
20,1.0,long,low,44,M1 optimized,2,18.0,23.303930044174194,23.329418897628784,,9
20,1.0,long,low,44,M2 optimized,2,18.0,1.3418700695037842,1.35825514793396,,9
20,1.0,long,low,44,M3 optimized,2,18.0,0.018474817276000977,0.03922009468078613,,9
20,1.0,long,low,45,M1 optimized,2,18.0,3.9527719020843506,3.999419927597046,,9
20,1.0,long,low,45,M2 optimized,2,18.0,1.236198902130127,1.2524569034576416,,9
20,1.0,long,low,45,M3 optimized,2,18.0,0.018917083740234375,0.03914904594421387,,9
20,1.0,long,low,46,M1 optimized,2,16.0,0.09862804412841797,0.14089488983154297,,8
20,1.0,long,low,46,M2 optimized,2,16.0,0.01382899284362793,0.02548980712890625,,8
20,1.0,long,low,46,M3 optimized,2,16.0,0.025146961212158203,0.03919410705566406,,8
20,1.0,long,high,42,M1 optimized,2,20.0,0.14036798477172852,0.17871809005737305,,10
20,1.0,long,high,42,M2 optimized,2,20.0,0.03427314758300781,0.04996299743652344,,10
20,1.0,long,high,42,M3 optimized,2,20.0,0.007086992263793945,0.014475822448730469,,10
20,1.0,long,high,43,M1 optimized,2,20.0,0.13965892791748047,0.17568397521972656,,10
20,1.0,long,high,43,M2 optimized,2,20.0,0.010051965713500977,0.021200180053710938,,10
20,1.0,long,high,43,M3 optimized,2,20.0,0.010334014892578125,0.02180790901184082,,10
20,1.0,long,high,44,M1 optimized,2,24.0,0.2317647933959961,0.2630016803741455,,12
20,1.0,long,high,44,M2 optimized,2,24.0,0.04684710502624512,0.059384822845458984,,12
20,1.0,long,high,44,M3 optimized,2,24.0,0.004559993743896484,0.011888980865478516,,12
20,1.0,long,high,45,M1 optimized,2,26.0,0.2559511661529541,0.3156113624572754,,13
20,1.0,long,high,45,M2 optimized,2,26.0,0.2792069911956787,0.2921009063720703,,13
20,1.0,long,high,45,M3 optimized,2,26.0,0.008120059967041016,0.016865968704223633,,13
20,1.0,long,high,46,M1 optimized,2,22.0,0.5228879451751709,0.5598900318145752,,11
20,1.0,long,high,46,M2 optimized,2,22.0,0.28708696365356445,0.3033430576324463,,11
20,1.0,long,high,46,M3 optimized,2,22.0,0.012233972549438477,0.023263931274414062,,11
20,1.2,short,low,42,M1 optimized,2,12.0,0.11725592613220215,0.15808701515197754,,6
20,1.2,short,low,42,M2 optimized,2,12.0,0.02322983741760254,0.039990901947021484,,6
20,1.2,short,low,42,M3 optimized,2,12.0,0.027618885040283203,0.04147911071777344,,6
20,1.2,short,low,43,M1 optimized,2,12.0,0.10011720657348633,0.13197016716003418,,6
20,1.2,short,low,43,M2 optimized,2,12.0,0.018379926681518555,0.030466079711914062,,6
20,1.2,short,low,43,M3 optimized,2,12.0,0.0178680419921875,0.029404163360595703,,6
20,1.2,short,low,44,M1 optimized,2,14.0,3.890277147293091,3.923784017562866,,7
20,1.2,short,low,44,M2 optimized,2,14.0,1.9725470542907715,1.9907448291778564,,7
20,1.2,short,low,44,M3 optimized,2,14.0,0.07354402542114258,0.09268784523010254,,7
20,1.2,short,low,45,M1 optimized,2,12.0,0.11967110633850098,0.16486406326293945,,6
20,1.2,short,low,45,M2 optimized,2,12.0,0.015159130096435547,0.03301668167114258,,6
20,1.2,short,low,45,M3 optimized,2,12.0,0.025316953659057617,0.038877248764038086,,6
20,1.2,short,low,46,M1 optimized,2,14.0,0.07400703430175781,0.10364699363708496,,7
20,1.2,short,low,46,M2 optimized,2,14.0,0.015430927276611328,0.02815699577331543,,7
20,1.2,short,low,46,M3 optimized,2,14.0,0.021212100982666016,0.035125017166137695,,7
20,1.2,short,high,42,M1 optimized,2,16.0,0.14894986152648926,0.18061590194702148,,8
20,1.2,short,high,42,M2 optimized,2,16.0,0.04823493957519531,0.06114816665649414,,8
20,1.2,short,high,42,M3 optimized,2,16.0,0.01536703109741211,0.023617029190063477,,8
20,1.2,short,high,43,M1 optimized,2,20.0,0.06171393394470215,0.09110665321350098,,10
20,1.2,short,high,43,M2 optimized,2,20.0,0.038752079010009766,0.051320791244506836,,10
20,1.2,short,high,43,M3 optimized,2,20.0,0.009300947189331055,0.014966011047363281,,10
20,1.2,short,high,44,M1 optimized,2,18.0,0.11899089813232422,0.14626312255859375,,9
20,1.2,short,high,44,M2 optimized,2,18.0,0.08538198471069336,0.09572672843933105,,9
20,1.2,short,high,44,M3 optimized,2,18.0,0.007985115051269531,0.014798879623413086,,9
20,1.2,short,high,45,M1 optimized,2,16.0,0.2684051990509033,0.2982959747314453,,8
20,1.2,short,high,45,M2 optimized,2,16.0,0.050042152404785156,0.0664830207824707,,8
20,1.2,short,high,45,M3 optimized,2,16.0,0.1289060115814209,0.14110398292541504,,8
20,1.2,short,high,46,M1 optimized,2,16.0,0.08275794982910156,0.11797475814819336,,8
20,1.2,short,high,46,M2 optimized,2,16.0,0.017935991287231445,0.030086994171142578,,8
20,1.2,short,high,46,M3 optimized,2,16.0,0.018059968948364258,0.026633262634277344,,8
20,1.2,long,low,42,M1 optimized,2,16.0,0.08961701393127441,0.126204252243042,,8
20,1.2,long,low,42,M2 optimized,2,16.0,0.010556936264038086,0.020859956741333008,,8
20,1.2,long,low,42,M3 optimized,2,16.0,0.01940298080444336,0.0367889404296875,,8
20,1.2,long,low,43,M1 optimized,2,18.0,1.7740001678466797,1.8058140277862549,,9
20,1.2,long,low,43,M2 optimized,2,18.0,0.2636551856994629,0.2776758670806885,,9
20,1.2,long,low,43,M3 optimized,2,18.0,0.022119998931884766,0.03958392143249512,,9
20,1.2,long,low,44,M1 optimized,2,16.0,0.2752251625061035,0.3191397190093994,,8
20,1.2,long,low,44,M2 optimized,2,16.0,0.043849945068359375,0.0564727783203125,,8
20,1.2,long,low,44,M3 optimized,2,16.0,0.013093948364257812,0.02719569206237793,,8
20,1.2,long,low,45,M1 optimized,2,14.0,0.30332303047180176,0.3347949981689453,,7
20,1.2,long,low,45,M2 optimized,2,14.0,0.14174699783325195,0.15581989288330078,,7
20,1.2,long,low,45,M3 optimized,2,14.0,0.031262874603271484,0.048682212829589844,,7
20,1.2,long,low,46,M1 optimized,2,14.0,1.0011379718780518,1.0388059616088867,,7
20,1.2,long,low,46,M2 optimized,2,14.0,0.08838891983032227,0.10470104217529297,,7
20,1.2,long,low,46,M3 optimized,2,14.0,0.03426384925842285,0.053481340408325195,,7
20,1.2,long,high,42,M1 optimized,2,20.0,0.25565195083618164,0.2989199161529541,,10
20,1.2,long,high,42,M2 optimized,2,20.0,0.02062082290649414,0.032048940658569336,,10
20,1.2,long,high,42,M3 optimized,2,20.0,0.009351968765258789,0.0191648006439209,,10
20,1.2,long,high,43,M1 optimized,2,26.0,0.09584689140319824,0.1287992000579834,,13
20,1.2,long,high,43,M2 optimized,2,26.0,0.05429697036743164,0.0663449764251709,,13
20,1.2,long,high,43,M3 optimized,2,26.0,0.006039142608642578,0.013778924942016602,,13
20,1.2,long,high,44,M1 optimized,2,24.0,0.19245100021362305,0.2250807285308838,,12
20,1.2,long,high,44,M2 optimized,2,24.0,0.037042856216430664,0.04906606674194336,,12
20,1.2,long,high,44,M3 optimized,2,24.0,0.0042917728424072266,0.010371208190917969,,12
20,1.2,long,high,45,M1 optimized,2,18.0,0.714040994644165,0.7440288066864014,,9
20,1.2,long,high,45,M2 optimized,2,18.0,0.0817880630493164,0.09660887718200684,,9
20,1.2,long,high,45,M3 optimized,2,18.0,0.011651039123535156,0.024949073791503906,,9
20,1.2,long,high,46,M1 optimized,2,20.0,0.1627650260925293,0.20008373260498047,,10
20,1.2,long,high,46,M2 optimized,2,20.0,0.035151004791259766,0.05050015449523926,,10
20,1.2,long,high,46,M3 optimized,2,20.0,0.00899195671081543,0.018828153610229492,,10
